start time,1631469037.5784643
times of actions,"[[0, 1.906761646270752], [1, 1.920914888381958], [0, 1.979017972946167], [1, 2.134012460708618], [0, 2.0069985389709473], [1, 2.107999086380005], [0, 2.351001739501953], [1, 3.5660812854766846], [0, 4.192021608352661], [1, 3.7920024394989014], [0, 4.333999156951904], [1, 3.562997817993164], [0, 4.112038612365723], [1, 3.7780425548553467], [0, 4.090999126434326], [1, 3.5730035305023193], [0, 4.126106262207031], [1, 3.810044765472412], [0, 4.1269989013671875], [1, 3.590040683746338], [0, 4.098999261856079], [1, 3.773998975753784], [0, 4.092040300369263], [1, 3.3819990158081055], [0, 3.7799978256225586], [1, 3.0330452919006348], [0, 3.477003574371338], [1, 2.834003448486328], [0, 3.306040048599243], [1, 2.858039617538452], [0, 3.477001190185547], [1, 2.803056478500366]]"
winner,none
game,31
iterations,21
times of actions,"[[0, 1.6021971702575684], [1, 1.5297341346740723], [0, 1.9650499820709229], [1, 1.8559958934783936], [0, 1.9429988861083984], [1, 2.0230894088745117], [0, 2.0560052394866943], [1, 1.9389891624450684], [0, 1.9309990406036377], [1, 1.9099996089935303], [0, 1.9469990730285645], [1, 1.950866460800171], [0, 2.1070597171783447], [1, 2.1780600547790527], [0, 2.2670021057128906], [1, 2.4980454444885254], [0, 2.4590041637420654], [1, 2.542996406555176], [0, 2.4269988536834717], [1, 2.4300448894500732], [0, 2.6550064086914062], [1, 2.480041742324829]]"
winner,none
game,32
iterations,29
times of actions,"[[0, 1.8681912422180176], [1, 1.8481929302215576], [0, 1.92099928855896], [1, 1.907999038696289], [0, 1.9109978675842285], [1, 2.2665233612060547], [0, 2.174974203109741], [1, 1.955998420715332], [0, 2.0860259532928467], [1, 2.085144519805908], [0, 2.3700032234191895], [1, 3.4260473251342773], [0, 4.541003465652466], [1, 3.4870450496673584], [0, 4.368043661117554], [1, 3.3958356380462646], [0, 4.551030397415161], [1, 3.3089969158172607], [0, 4.325002670288086], [1, 3.3369922637939453], [0, 4.602920055389404], [1, 3.2609503269195557], [0, 4.226046562194824], [1, 2.9320578575134277], [0, 4.096003293991089], [1, 2.7099995613098145], [0, 3.912041664123535], [1, 2.4989993572235107], [0, 3.550999164581299]]"
winner,red
game,33
iterations,97
times of actions,"[[0, 1.2346200942993164], [1, 1.873049259185791], [0, 1.803999423980713], [1, 1.979036808013916], [0, 1.9199943542480469], [1, 2.0577332973480225], [0, 2.0350136756896973], [1, 2.32700777053833], [0, 3.5070419311523438], [1, 4.310997724533081], [0, 3.3569986820220947], [1, 4.338001012802124], [0, 3.561990261077881], [1, 4.190997123718262], [0, 3.4840402603149414], [1, 4.231041193008423], [0, 3.6250972747802734], [1, 4.214037179946899], [0, 3.46203875541687], [1, 4.190999269485474], [0, 3.716041088104248], [1, 4.169039249420166], [0, 3.578038215637207], [1, 4.3730363845825195], [0, 3.570995569229126], [1, 4.2180540561676025], [0, 3.5239434242248535], [1, 4.258026599884033], [0, 3.6270015239715576], [1, 4.219275236129761], [0, 3.4380581378936768], [1, 4.229995012283325], [0, 4.059000730514526], [1, 5.105039358139038], [0, 4.317065000534058], [1, 4.913025617599487], [0, 3.5620460510253906], [1, 4.597002744674683], [0, 3.8349945545196533], [1, 4.488001108169556], [0, 3.655001401901245], [1, 4.4150004386901855], [0, 3.3769474029541016], [1, 4.283622741699219], [0, 3.633960723876953], [1, 4.293999433517456], [0, 3.385956048965454], [1, 4.440232515335083], [0, 3.8199989795684814], [1, 3.9739904403686523], [0, 3.3149826526641846], [1, 3.9810051918029785], [0, 3.6370418071746826], [1, 3.9950003623962402], [0, 4.259000539779663], [1, 3.300999879837036], [0, 4.4550416469573975], [1, 3.335042715072632], [0, 4.293042421340942], [1, 3.316019296646118], [0, 4.518042325973511], [1, 3.417053699493408], [0, 4.950044393539429], [1, 3.3230042457580566], [0, 4.403043031692505], [1, 3.1439998149871826], [0, 4.262000560760498], [1, 3.331045389175415], [0, 4.52104377746582], [1, 3.2210042476654053], [0, 3.487943172454834], [1, 2.5719637870788574], [0, 4.5719990730285645], [1, 3.346039056777954], [0, 4.241042137145996], [1, 3.333004951477051], [0, 4.2450361251831055], [1, 2.869999885559082], [0, 3.4140045642852783], [1, 2.267961025238037], [0, 3.641467809677124], [1, 2.497000217437744], [0, 4.23405385017395], [1, 3.3200438022613525], [0, 3.954963207244873], [1, 3.470057249069214], [0, 4.25], [1, 3.5390005111694336], [0, 4.142999887466431], [1, 3.5510404109954834], [0, 4.322042465209961], [1, 3.589014768600464], [0, 4.20400071144104], [1, 3.549999952316284], [0, 4.627000093460083], [1, 3.5270001888275146], [0, 4.22304105758667], [1, 3.509042739868164]]"
winner,none
game,34
iterations,25
times of actions,"[[0, 1.427170753479004], [1, 1.8089475631713867], [0, 1.8410401344299316], [1, 1.9259533882141113], [0, 1.8959236145019531], [1, 1.9500041007995605], [0, 1.9290082454681396], [1, 1.939002275466919], [0, 1.9330065250396729], [1, 1.9930469989776611], [0, 2.0440404415130615], [1, 1.9410061836242676], [0, 1.9736278057098389], [1, 1.9822368621826172], [0, 2.065009832382202], [1, 2.176013231277466], [0, 2.411996841430664], [1, 2.633965015411377], [0, 2.5160183906555176], [1, 2.5160045623779297], [0, 2.4302234649658203], [1, 2.435001850128174], [0, 2.434041976928711], [1, 2.603998899459839], [0, 2.4883956909179688], [1, 2.4510414600372314]]"
winner,none
game,35
iterations,19
times of actions,"[[0, 1.7370562553405762], [1, 1.64156174659729], [0, 2.055032968521118], [1, 2.0450382232666016], [0, 2.5640132427215576], [1, 3.530795097351074], [0, 4.331027030944824], [1, 3.4059817790985107], [0, 4.608006715774536], [1, 3.385000228881836], [0, 4.488206386566162], [1, 3.341005325317383], [0, 4.522003173828125], [1, 3.260303497314453], [0, 4.327548503875732], [1, 2.4365055561065674], [0, 3.373326539993286], [1, 2.4360451698303223], [0, 3.2850077152252197]]"
winner,red
game,36
iterations,81
times of actions,"[[0, 1.4363877773284912], [1, 1.9102020263671875], [0, 1.819000244140625], [1, 1.8959989547729492], [0, 1.9370429515838623], [1, 2.1020073890686035], [0, 2.144995927810669], [1, 2.0350403785705566], [0, 1.9369962215423584], [1, 1.9190423488616943], [0, 1.9059596061706543], [1, 1.9690418243408203], [0, 2.0940041542053223], [1, 2.5310282707214355], [0, 3.5100560188293457], [1, 4.087612152099609], [0, 3.6140007972717285], [1, 4.1870036125183105], [0, 3.6870343685150146], [1, 4.0759992599487305], [0, 3.499964952468872], [1, 4.10030460357666], [0, 3.759002923965454], [1, 4.136004447937012], [0, 3.560044765472412], [1, 4.108039379119873], [0, 3.7170441150665283], [1, 4.028048753738403], [0, 3.5630416870117188], [1, 4.042004108428955], [0, 3.626004457473755], [1, 4.225055932998657], [0, 3.36100435256958], [1, 4.133000373840332], [0, 3.615955352783203], [1, 4.027001857757568], [0, 3.42204213142395], [1, 4.056056499481201], [0, 4.444039583206177], [1, 3.3250467777252197], [0, 4.298056125640869], [1, 3.3139610290527344], [0, 4.483004570007324], [1, 3.322622537612915], [0, 4.259042978286743], [1, 3.304999589920044], [0, 4.458991527557373], [1, 3.31000018119812], [0, 4.174000263214111], [1, 3.2120394706726074], [0, 4.355931520462036], [1, 3.432995080947876], [0, 4.327046871185303], [1, 3.1530001163482666], [0, 3.4850447177886963], [1, 2.7459864616394043], [0, 4.34604811668396], [1, 3.183053731918335], [0, 4.221006870269775], [1, 3.131960391998291], [0, 4.209038734436035], [1, 2.671036720275879], [0, 3.353008508682251], [1, 2.2309987545013428], [0, 3.7117621898651123], [1, 2.490039348602295], [0, 4.00104022026062], [1, 3.3099958896636963], [0, 4.019001245498657], [1, 3.646010160446167], [0, 4.075004577636719], [1, 3.567000150680542], [0, 4.201004505157471], [1, 3.7670013904571533], [0, 4.190000057220459], [1, 3.564002752304077], [0, 4.196000337600708], [1, 3.727004051208496], [0, 4.392045736312866], [1, 3.4820008277893066], [0, 4.219041585922241], [1, 3.724003314971924]]"
winner,none
game,37
iterations,26
times of actions,"[[0, 1.435265064239502], [1, 1.8090007305145264], [0, 1.8943984508514404], [1, 1.9540598392486572], [0, 1.9479570388793945], [1, 1.987987756729126], [0, 1.967000961303711], [1, 2.1999568939208984], [0, 2.0930001735687256], [1, 2.3929646015167236], [0, 3.369967222213745], [1, 4.388997793197632], [0, 3.5819497108459473], [1, 4.336994886398315], [0, 3.4820806980133057], [1, 4.2920427322387695], [0, 3.6159613132476807], [1, 4.364990949630737], [0, 3.4130165576934814], [1, 4.460001707077026], [0, 3.493997812271118], [1, 4.279999732971191], [0, 3.1799418926239014], [1, 4.119997262954712], [0, 2.575998544692993], [1, 3.7320151329040527]]"
winner,blue
game,38
iterations,19
times of actions,"[[0, 1.7042043209075928], [1, 1.6475896835327148], [0, 1.9641304016113281], [1, 1.8999991416931152], [0, 2.036001443862915], [1, 2.1470425128936768], [0, 2.6030325889587402], [1, 3.487060070037842], [0, 4.3210015296936035], [1, 3.4959959983825684], [0, 4.549297332763672], [1, 3.4150032997131348], [0, 4.3669984340667725], [1, 3.349003314971924], [0, 4.528041124343872], [1, 3.280963897705078], [0, 4.222998380661011], [1, 2.6149988174438477], [0, 3.3980000019073486]]"
winner,red
game,39
iterations,14
times of actions,"[[0, 0.9883558750152588], [1, 1.6650032997131348], [0, 1.5919992923736572], [1, 1.9150021076202393], [0, 1.9430389404296875], [1, 1.9209959506988525], [0, 1.9329991340637207], [1, 1.982046365737915], [0, 2.2049992084503174], [1, 2.1029982566833496], [0, 2.208505630493164], [1, 2.444610595703125], [0, 2.4169986248016357], [1, 2.392395496368408], [0, 2.38295578956604]]"
winner,none
game,40
iterations,29
times of actions,"[[0, 0.9720406532287598], [1, 1.6030001640319824], [0, 1.624997615814209], [1, 2.0880327224731445], [0, 1.8879990577697754], [1, 1.9520022869110107], [0, 1.9669992923736572], [1, 1.9299991130828857], [0, 2.154042959213257], [1, 2.1220028400421143], [0, 2.3650031089782715], [1, 3.3970017433166504], [0, 4.331998825073242], [1, 3.597036838531494], [0, 4.391998052597046], [1, 3.385002613067627], [0, 4.373003005981445], [1, 3.41695499420166], [0, 4.477044343948364], [1, 3.3430423736572266], [0, 4.407997369766235], [1, 3.2709999084472656], [0, 4.420041799545288], [1, 2.937042474746704], [0, 3.844998836517334], [1, 2.6900033950805664], [0, 4.088054895401001], [1, 2.5020062923431396], [0, 3.5480031967163086]]"
winner,red
game,41
iterations,19
times of actions,"[[0, 0.875941276550293], [1, 1.4490482807159424], [0, 1.6029725074768066], [1, 1.8679990768432617], [0, 1.9259967803955078], [1, 1.9239635467529297], [0, 1.9190106391906738], [1, 2.023024797439575], [0, 2.12499737739563], [1, 2.4419875144958496], [0, 2.4540023803710938], [1, 2.5459578037261963], [0, 2.6077749729156494], [1, 2.530026435852051], [0, 2.4410414695739746], [1, 2.4470014572143555], [0, 2.438004493713379], [1, 2.4369640350341797], [0, 2.6249659061431885], [1, 2.427952766418457]]"
winner,none
game,42
iterations,21
times of actions,"[[0, 0.9912316799163818], [1, 1.7210328578948975], [0, 1.6395747661590576], [1, 1.9102787971496582], [0, 1.8509974479675293], [1, 1.8939893245697021], [0, 2.1180455684661865], [1, 1.9555456638336182], [0, 1.969003438949585], [1, 2.0150039196014404], [0, 2.0730011463165283], [1, 2.2044389247894287], [0, 2.433997869491577], [1, 2.6240439414978027], [0, 2.5169966220855713], [1, 2.5049991607666016], [0, 2.415998697280884], [1, 2.448003053665161], [0, 2.413041353225708], [1, 2.4840011596679688], [0, 2.6609649658203125], [1, 2.4420459270477295]]"
winner,none
game,43
iterations,81
times of actions,"[[0, 2.063225507736206], [1, 2.476051092147827], [0, 3.2949986457824707], [1, 4.576039791107178], [0, 3.351003408432007], [1, 4.351042032241821], [0, 3.3840420246124268], [1, 4.539003610610962], [0, 3.537003755569458], [1, 4.077998876571655], [0, 3.5540404319763184], [1, 4.256044149398804], [0, 3.5260448455810547], [1, 4.083038330078125], [0, 3.5310442447662354], [1, 4.391995906829834], [0, 3.5710015296936035], [1, 4.116001605987549], [0, 3.5630030632019043], [1, 4.298040866851807], [0, 3.571038246154785], [1, 4.067055940628052], [0, 3.539041042327881], [1, 4.232627630233765], [0, 3.594040632247925], [1, 4.109004020690918], [0, 3.531000852584839], [1, 4.045956611633301], [0, 3.6828665733337402], [1, 4.082000017166138], [0, 3.472001552581787], [1, 4.22294545173645], [0, 3.5549867153167725], [1, 4.095993995666504], [0, 3.4480044841766357], [1, 4.047043561935425], [0, 3.599997043609619], [1, 4.065042018890381], [0, 4.401003122329712], [1, 3.3230040073394775], [0, 4.497044801712036], [1, 3.3350045680999756], [0, 4.308043479919434], [1, 3.3190436363220215], [0, 4.524003505706787], [1, 3.3160016536712646], [0, 4.35004448890686], [1, 3.3290047645568848], [0, 4.4010009765625], [1, 3.1980574131011963], [0, 4.346040725708008], [1, 3.3369996547698975], [0, 4.536040306091309], [1, 3.2440459728240967], [0, 3.4850006103515625], [1, 2.5729470252990723], [0, 4.336042404174805], [1, 3.38804030418396], [0, 4.2260003089904785], [1, 3.050546169281006], [0, 4.006995439529419], [1, 2.804102897644043], [0, 3.425039052963257], [1, 2.203004837036133], [0, 3.5069971084594727], [1, 2.478041172027588], [0, 4.0549657344818115], [1, 3.366037368774414], [0, 4.029038190841675], [1, 3.43500018119812], [0, 4.011997699737549], [1, 3.751042366027832], [0, 4.211056470870972], [1, 3.568004846572876], [0, 4.307990312576294], [1, 3.8109967708587646], [0, 4.233047246932983], [1, 3.5550003051757812], [0, 4.446726560592651], [1, 3.68608021736145], [0, 4.412042856216431], [1, 3.503004550933838]]"
winner,none
game,44
iterations,26
times of actions,"[[0, 1.44321870803833], [1, 1.8693327903747559], [0, 1.9831664562225342], [1, 1.937880039215088], [0, 1.952059030532837], [1, 1.9429435729980469], [0, 1.9319469928741455], [1, 1.9959979057312012], [0, 2.0459988117218018], [1, 2.366999387741089], [0, 3.4740281105041504], [1, 4.346040964126587], [0, 3.3710038661956787], [1, 4.298979043960571], [0, 3.6070034503936768], [1, 4.228057146072388], [0, 3.4240005016326904], [1, 4.287038087844849], [0, 3.5250165462493896], [1, 4.456040143966675], [0, 3.2490034103393555], [1, 4.222044229507446], [0, 3.352043390274048], [1, 4.0920045375823975], [0, 2.5350425243377686], [1, 3.442000150680542]]"
winner,blue
game,45
iterations,29
times of actions,"[[0, 1.922713279724121], [1, 1.8991270065307617], [0, 1.9289121627807617], [1, 1.923999547958374], [0, 1.989043951034546], [1, 1.9349994659423828], [0, 2.0700042247772217], [1, 2.061046838760376], [0, 2.37500262260437], [1, 3.587000608444214], [0, 4.362039566040039], [1, 3.4359447956085205], [0, 4.2700417041778564], [1, 3.660041093826294], [0, 4.298999071121216], [1, 3.3559999465942383], [0, 4.350003242492676], [1, 3.562037706375122], [0, 4.445003509521484], [1, 3.134042501449585], [0, 4.13299822807312], [1, 2.5939674377441406], [0, 3.122999429702759], [1, 2.338003396987915], [0, 2.4930014610290527], [1, 1.8470425605773926], [0, 2.5030407905578613], [1, 2.0989809036254883], [0, 2.9621236324310303]]"
winner,red
game,46
iterations,26
times of actions,"[[0, 2.0611798763275146], [1, 2.4770333766937256], [0, 3.306997299194336], [1, 4.312690734863281], [0, 3.595041513442993], [1, 4.2909996509552], [0, 3.4170825481414795], [1, 4.2389984130859375], [0, 3.5880038738250732], [1, 4.335043430328369], [0, 3.344043254852295], [1, 4.331678152084351], [0, 3.477999210357666], [1, 4.19404149055481], [0, 2.9559988975524902], [1, 3.906003475189209], [0, 2.9830410480499268], [1, 4.049000978469849], [0, 2.845996618270874], [1, 3.085998773574829], [0, 2.246002435684204], [1, 3.073044776916504], [0, 2.09804630279541], [1, 2.880004405975342], [0, 1.681044578552246], [1, 2.5899574756622314]]"
winner,blue
game,47
iterations,27
times of actions,"[[0, 1.6972415447235107], [1, 1.5879993438720703], [0, 1.9299595355987549], [1, 2.092003583908081], [0, 2.0829851627349854], [1, 2.0609991550445557], [0, 2.3840017318725586], [1, 3.4300200939178467], [0, 4.519002676010132], [1, 3.8380374908447266], [0, 5.512989521026611], [1, 4.2208592891693115], [0, 4.5350470542907715], [1, 3.383993625640869], [0, 4.373961925506592], [1, 3.3330159187316895], [0, 4.64400053024292], [1, 3.1839890480041504], [0, 4.066044807434082], [1, 2.4419991970062256], [0, 3.1370177268981934], [1, 2.514009475708008], [0, 2.5090067386627197], [1, 1.8179566860198975], [0, 2.4880096912384033], [1, 2.113039255142212], [0, 2.783005714416504]]"
winner,red
game,48
iterations,95
times of actions,"[[0, 1.4612212181091309], [1, 1.9409644603729248], [0, 1.8660426139831543], [1, 2.0080535411834717], [0, 2.090240240097046], [1, 2.4070417881011963], [0, 3.372044086456299], [1, 4.543997049331665], [0, 3.4220430850982666], [1, 4.368054389953613], [0, 3.4370028972625732], [1, 4.493001699447632], [0, 3.594041347503662], [1, 4.222055673599243], [0, 3.5092430114746094], [1, 4.415969133377075], [0, 3.433054208755493], [1, 4.303042650222778], [0, 3.527038097381592], [1, 4.362003326416016], [0, 3.646040678024292], [1, 4.439075708389282], [0, 3.4970014095306396], [1, 4.48000168800354], [0, 3.5550591945648193], [1, 4.297003507614136], [0, 3.5270450115203857], [1, 4.482003211975098], [0, 3.5290443897247314], [1, 4.294041156768799], [0, 3.5380454063415527], [1, 4.455042839050293], [0, 3.592040777206421], [1, 4.465043544769287], [0, 3.360058546066284], [1, 4.497047662734985], [0, 3.6100456714630127], [1, 4.26503586769104], [0, 3.5650439262390137], [1, 4.667057991027832], [0, 3.4090001583099365], [1, 4.301049470901489], [0, 3.58004093170166], [1, 4.547043800354004], [0, 3.579042434692383], [1, 4.3620522022247314], [0, 3.6540000438690186], [1, 4.221009731292725], [0, 3.3960390090942383], [1, 3.9840047359466553], [0, 3.469050884246826], [1, 4.156044244766235], [0, 4.31499981880188], [1, 3.349043369293213], [0, 4.282043933868408], [1, 3.3960514068603516], [0, 4.445997953414917], [1, 3.3250463008880615], [0, 4.368043422698975], [1, 3.334005355834961], [0, 4.544038534164429], [1, 3.357645034790039], [0, 4.2590415477752686], [1, 3.2420547008514404], [0, 4.536051273345947], [1, 3.5003983974456787], [0, 4.3790576457977295], [1, 3.213001251220703], [0, 3.6858088970184326], [1, 2.5819926261901855], [0, 4.31804347038269], [1, 3.2009637355804443], [0, 4.439042329788208], [1, 3.0880534648895264], [0, 4.074044466018677], [1, 2.699042558670044], [0, 3.366039514541626], [1, 2.4210405349731445], [0, 3.667001962661743], [1, 2.9810028076171875], [0, 4.067048072814941], [1, 3.3330423831939697], [0, 4.24000883102417], [1, 3.6350464820861816], [0, 4.059034585952759], [1, 3.5149946212768555], [0, 4.312026023864746], [1, 3.5180001258850098], [0, 4.178047180175781], [1, 3.55800461769104], [0, 4.422595500946045], [1, 3.6091418266296387], [0, 4.57904052734375], [1, 3.5890002250671387], [0, 4.53503942489624], [1, 3.5850045680999756]]"
